Doc. ID,Document Code,Document Name,Rev. #,Department,Doc. Type,Doc. Category,Site Name,Doc. Reference,Status
883,CO-LAB-LBL-004,For Indication Only Label,1,Laboratory,Label,QMS,Corporate,QS-L-003,Active
884,CO-LAB-LBL-005,GRN for R&D and Samples Label,4,Laboratory,Label,QMS,Corporate,QS-L-004,Active
885,CO-LAB-LBL-006,Part No GRN Label,3,Laboratory,Label,QMS,Corporate,QS-L-005,Active
886,CO-LAB-LBL-007,Expiry Dates Label,3,Laboratory,Label,QMS,Corporate,QS-L-006,Out For Revision
887,CO-LAB-LBL-008,Pipette Calibration Label,1,Laboratory,Label,QMS,Corporate,QS-L-007,Active
888,CO-LAB-LBL-009,Quarantine - Failed calibration Label,2,Laboratory,Label,QMS,Corporate,Qs-L-008,Active
889,CO-LAB-LBL-010,Failed Testing - Not in use Label,2,Laboratory,Label,QMS,Corporate,QS-L-009,Active
890,CO-LAB-LBL-011,Solutions labels,3,Laboratory,Label,QMS,Corporate,QS-L-010,Active
891,CO-SD-FRM-171,Code Review,0,Software Development,Forms,QMS,Corporate,,Active
892,CO-LAB-LBL-012,General Calibration Label,2,Laboratory,Label,QMS,Corporate,QS-L-011,Active
893,CO-LAB-LBL-013,In process MFG material label,3,Laboratory,Label,QMS,Corporate,QS-L-012,Active
894,CO-LAB-LBL-014,Quarantined material label,3,Laboratory,Label,QMS,Corporate,QS-L-013,Active
895,CO-LAB-LBL-015,Consumables Label,2,Laboratory,Label,QMS,Corporate,QS-L-015,Active
896,CO-LAB-LBL-016,MBG water label,3,Laboratory,Label,QMS,Corporate,QS-L-017,Active
897,CO-LAB-LBL-017,Equipment Under Qualification Label,2,Laboratory,Label,QMS,Corporate,QS-L-018,Active
899,CO-LAB-LBL-019,Asset Calibration Label,2,Laboratory,Label,QMS,Corporate,QS-L-020,Active
900,CO-LAB-LBL-020,SAP Stock Item Label,2,Laboratory,Label,QMS,Corporate,QS-L-021,Active
901,CO-LAB-LBL-021,Cartridge Materials Label,1,Laboratory,Label,QMS,Corporate,QS-L-022,Active
902,CO-LAB-LBL-022,Quarantine Stock Item Label,1,Laboratory,Label,QMS,Corporate,QS-L-023,Active
903,CO-LAB-LBL-023,Pilot Line Materials Label,1,Laboratory,Label,QMS,Corporate,QS-L-024,Active
904,CO-LAB-LBL-024,Elution Reagent Label,4,Laboratory,Label,QMS,Corporate,QS-L-025,Active
905,CO-LAB-LBL-025,Equipment Not Maintained Do Not Use Label,2,Laboratory,Label,QMS,Corporate,QS-L-026,Active
906,CO-LAB-LBL-026,CIR Label,2,Laboratory,Label,QMS,Corporate,QS-L-027,Active
907,CO-OPS-LBL-027,Interim CTNG CLIA Waiver Outer Shipper Label,1,Operations,Label,QMS,Corporate,QS-L-028,Active
908,CO-OPS-LBL-028,UN3316 cartridge label - use Avery J8173 labels to print,1,Operations,Label,QMS,Corporate,QS-L-029,Active
909,CO-QA-SOP-244,QT9 Administration,2,Quality Assurance,Standard Operating Procedure,QMS,Corporate,,Active
912,CO-OPS-PTL-048,io Release Record (following repair or refurbishment),3,Operations,Protocol,QMS,Corporate,QS-QCP-067,Active
914,CO-QA-POL-015,Policy for the Use of Electronic Signatures within binx health,0,Quality Assurance,Policy,QMS,Corporate,,Active
915,CO-QC-T-155,CTNG QC Cartridge Analysis Module,0,Quality Control,Templates,QMS,Corporate,,Active
916,CO-QC-JA-004,Use of CO-QC-T-155: CTNG QC Cartridge Analysis Module,0,Quality Control,Job Aid,QMS,Corporate,,Active
917,CO-OPS-URS-002,URS for Temperature Monitoring System,1,Operations,User Requirements Specification,QMS,Corporate,,Active
920,CO-CS-SOP-248,Procedure For Customer Service,3,Customer Support,Standard Operating Procedure,QMS,Corporate,QS-OPS-006,Active
925,CO-OPS-PTL-049,vT flow and leak tester- FAT protocol ,0,Operations,Protocol,QMS,Corporate,,Active
926,CO-OPS-PTL-050, Factory Acceptance Test (FAT)  TQC in-line leak test equipment,0,Operations,Protocol,QMS,Corporate,,Out For Revision
927,CO-OPS-PTL-051,Factory Acceptance Test (FAT) Sprint B+ In-line Leak Tester  ,0,Operations,Protocol,QMS,Corporate,,Active
928,CO-OPS-URS-006,User Requirement Specification for the vT off-line flow and leak test equipment,0,Operations,User Requirements Specification,QMS,Corporate,,Active
929,CO-OPS-URS-007,TQC leak tester- User Requirement Specification,0,Operations,User Requirements Specification,QMS,Corporate,,Active
930,CO-OPS-URS-008,Sprint B+ leak tester- User Requirement Specification,0,Operations,User Requirements Specification,QMS,Corporate,,Active
932,CO-QA-JA-006,Use of the Management Review Module in QT9,2,Quality Assurance,Job Aid,QMS,Corporate,,Active
933,CO-OPS-URS-009,User Requirement Specification for pH/mV/°C Meter,1,Operations,User Requirements Specification,QMS,Corporate,,Active
934,CO-OPS-URS-010,User Requirement Specification for temperature-controlled equipment,0,Operations,User Requirements Specification,QMS,Corporate,,Active
935,CO-OPS-URS-011,User Requirement Specification for back up power supply ,0,Operations,User Requirements Specification,QMS,Corporate,,Active
936,CO-OPS-URS-012,User Requirement Specification for a Production Enclosure,0,Operations,User Requirements Specification,QMS,Corporate,,Active
937,CO-OPS-URS-013,User requirement specification for class 2 microbiological safety cabinet,0,Operations,User Requirements Specification,QMS,Corporate,,Active
938,CO-CS-SOP-249,io Insepction using Data Collection Cartridge,0,Customer Support,Standard Operating Procedure,QMS,Corporate,,Out For Revision
939,CO-CS-FRM-175,io Inspection using Data Collection Cartridge Form,1,Customer Support,Forms,QMS,Corporate,,Active
941,CO-OPS-URS-014,User requirement specification for a filter integrity tester,0,Operations,User Requirements Specification,QMS,Corporate,,Active
942,CO-OPS-URS-015,User requirement specification for a cooled incubator,0,Operations,User Requirements Specification,QMS,Corporate,,Active
946,CO-SUP-URS-017,User Requirement Specification for ByD for binx Reagent Manufacturing Facility,0,Supply Chain,User Requirements Specification,QMS,Corporate,,Active
947,CO-REG-T-157,Regulatory Change Assessment Decision Tree Form,1,Regulatory,Templates,QMS,Corporate,,Active
948,CO-OPS-URS-018,Reagent Handling Processor for Scienion Dispense Equipment,0,Operations,User Requirements Specification,QMS,Corporate,,Active
949,CO-QA-T-158,User Requirement Specification (URS) template,1,Quality Assurance,Templates,QMS,Corporate,,Active
951,CO-SUP-FRM-177,binx health Vendor Information Form,0,Supply Chain,Forms,QMS,Corporate,,Active
952,CO-PRD1-SOP-252,Use of Benchmark Roto-Therm Plus Hybridisation oven,1,Production line 1 - Oak House,Standard Operating Procedure,QMS,Corporate,,Active
956,CO-OPS-URS-019,User Requirement Specification for a Balance ,1,Operations,User Requirements Specification,QMS,Corporate,,Active
957,CO-LAB-T-159,Autoclave Biological Indicator Check Form,0,Laboratory,Templates,QMS,Corporate,,Active
959,CO-PRD1-SOP-254,Use & Cleaning of the Monmouth Scientific Model Guardian 1800 Production Enclosure in Oak House,1,Production line 1 - Oak House,Standard Operating Procedure,QMS,Corporate,,Active
961,CO-PRD1-SOP-255,Mini Fuge Plus centrifuge SOP,0,Production line 1 - Oak House,Standard Operating Procedure,QMS,Corporate,,Active
963,CO-PRD1-SOP-256,Velp Scientific WIZARD IR Infrared Vortex Mixer SOP,0,Production line 1 - Oak House,Standard Operating Procedure,QMS,Corporate,,Active
964,CO-PRD1-SOP-257,Standard Use of Oak House Freezers,1,Production line 1 - Oak House,Standard Operating Procedure,QMS,Corporate,,Active
965,CO-SUP-FRM-178,GRN Form for incoming goods ,1,Supply Chain,Forms,QMS,Corporate,CO-SUP-FRM-176,Active
966,CO-PRD1-SOP-258,Use of Oak House N2400-3010 Magnetic Stirrer ,0,Production line 1 - Oak House,Standard Operating Procedure,QMS,Corporate,,Active
967,CO-PRD1-SOP-259,Standard Use of Oak House Fridges,1,Production line 1 - Oak House,Standard Operating Procedure,QMS,Corporate,,Active
968,CO-LAB-FRM-180,Class II MSC Monthly Airflow Check Form,1,Laboratory,Forms,QMS,Corporate,QS-T-210,Active
969,CO-OPS-URS-020,Process Requirement Specification for CO-OPS-PTL-010,0,Operations,User Requirements Specification,QMS,Corporate,,Active
970,CO-PRD1-POL-016,Reagent Production Policy,0,Production line 1 - Oak House,Policy,QMS,Corporate,,Active
971,CO-PRD1-COP-003,Oak House Production Facility Code of Practice,1,Production line 1 - Oak House,Code of Practice,QMS,Corporate,,Active
972,CO-PRD1-SOP-260,Use of Logmore dataloggers,0,Production line 1 - Oak House,Standard Operating Procedure,QMS,Corporate,,Active
973,CO-PRD1-T-160,Oak House Production Facility Cleaning Record,1,Production line 1 - Oak House,Templates,QMS,Corporate,,Active
974,CO-PRD1-SOP-261,Cleaning Procedure for Oak House Production Facility,6,Production line 1 - Oak House,Standard Operating Procedure,QMS,Corporate,,Active
975,CO-PRD1-FRM-181,Oak House Monthly Production Facility Checklist,2,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
977,CO-PRD1-SOP-263,Entry and Exit to the Oak House Production Facility and Production Suite,0,Production line 1 - Oak House,Standard Operating Procedure,QMS,Corporate,,Active
978,CO-PRD1-JA-008,Air conditioning,1,Production line 1 - Oak House,Job Aid,QMS,Corporate,,Active
980,CO-PRD1-SOP-264,Eupry temperature monitoring system,1,Production line 1 - Oak House,Standard Operating Procedure,QMS,Corporate,,Active
981,CO-PRD1-SOP-265,Oak House Emergency Procedures,0,Production line 1 - Oak House,Standard Operating Procedure,QMS,Corporate,,Active
983,CO-PRD1-SOP-268,Transfer of reagent QC samples,3,Production line 1 - Oak House,Standard Operating Procedure,QMS,Corporate,,Active
984,CO-PRD1-LBL-029,Storage temperature labels,0,Production line 1 - Oak House,Label,QMS,Corporate,,Active
985,CO-PRD1-FRM-182,Pipette Internal Verification Form,2,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
986,CO-PRD1-SOP-269,Oak House Pipette Use and Calibration SOP,3,Production line 1 - Oak House,Standard Operating Procedure,QMS,Corporate,,Out For Revision
987,CO-PRD1-FRM-183,Certificate of conformance – CT IC detection reagent -7.067.002 - MOB-D-074,1,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
988,CO-PRD1-FRM-184,Certificate of conformance - CT IC primer passivation reagent -7.071.002 - MOB-D-078,1,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
989,CO-PRD1-FRM-185,Certificate of Conformance - IC DNA reagent - 7.073.002 - MOB-D-080,1,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
990,CO-PRD1-FRM-186,Certificate of Conformance - NG1 IC detection reagent - 7.068.002 - MOB-D-075,1,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
991,CO-PRD1-FRM-187,Certificate of Conformance - NG2 IC detection reagent - 7.069.002 - MOB-D-076,1,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
992,CO-PRD1-FRM-188,Certificate of Conformance - NG1 NG2 IC primer passivation reagent - 7.072.002 - MOB-D-079,1,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
993,CO-PRD1-FRM-189,Certificate of Conformance - Taq UNG- 7.070.002 - MOB-D-077,1,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
995,CO-PRD1-FRM-190,Shipping note,0,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
996,CO-PRD1-SOP-271,Use of the Pacplus Impulse Heat Sealer,0,Production line 1 - Oak House,Standard Operating Procedure,QMS,Corporate,,Active
999,CO-PRD1-FRM-191,Reagent Shipping Worksheet,2,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1052,CO-PRD1-T-163,Certificate of Conformance template,1,Production line 1 - Oak House,Templates,QMS,Corporate,,Active
1053,CO-QA-T-164,Instructional Video Template,0,Quality Assurance,Templates,QMS,Corporate,,Active
1055,CO-PRD1-LBL-030,Temperature only label,0,Production line 1 - Oak House,Label,QMS,Corporate,,Active
1064,CO-QA-FRM-193,Auditor Qualification,0,Quality Assurance,Forms,QMS,Corporate,,Active
1065,CO-QA-FRM-194,Auditor Competency Assessment,0,Quality Assurance,Forms,QMS,Corporate,,Active
1066,CO-QC-PTL-060,MOBY Detection Reagent Spreadsheet Validation Protocol,0,Quality Control,Protocol,QMS,Corporate,MOB-VAL-014,Out For Revision
1067,CO-PRD1-JA-009,Intruder Alarm,0,Production line 1 - Oak House,Job Aid,QMS,Corporate,,Active
1069,CO-QA-T-166,Device Specific List of Applicable Standards Form Template,0,Quality Assurance,Templates,QMS,Corporate,,Active
1070,CO-QA-SOP-274,Applicable Standards Management Procedure,0,Quality Assurance,Standard Operating Procedure,QMS,Corporate,,Active
1071,CO-QA-REG-032,Master List of Applicable Standards Form Template,0,Quality Assurance,Registers,QMS,Corporate,,Active
1072,CO-QC-PTL-061,T7 Raw Material Spreadsheet Validation,0,Quality Control,Protocol,QMS,Corporate,MOB-VAL-015,Active
1073,CO-QC-PTL-062,Process Validation of CO-QC-QCP-039: T7 Exonuclease Raw Material Heated io Detection Rig Test (Part no. 0225) ,0,Quality Control,Protocol,QMS,Corporate,,Active
1075,CO-QA-REG-033,Auditor register,0,Quality Assurance,Registers,QMS,Corporate,,Active
1076,CO-QC-PTL-064,QC testing and release of UNG raw material,2,Quality Control,Protocol,QMS,Corporate,MOB-VAL-002,Active
1077,CO-QC-PTL-065,Taq-B raw material and CT/NG Taq UNG Reagent Validation,2,Quality Control,Protocol,QMS,Corporate,MOB-VAL-004,Active
1078,CO-QC-PTL-066,CTNG CT/IC Primer passivation,2,Quality Control,Protocol,QMS,Corporate,MOB-VAL-009,Active
1079,CO-QC-PTL-067,CTNG NG/IC Primer passivation Validation,2,Quality Control,Protocol,QMS,Corporate,MOB-VAL-010,Active
1080,CO-QC-PTL-068,CTNG Detection Reagent Validation,3,Quality Control,Protocol,QMS,Corporate,MOB-VAL-011,Active
1081,CO-CS-SOP-275,Installation and Training - binx io ,0,Customer Support,Standard Operating Procedure,QMS,Corporate,,Active
1082,CO-QC-PTL-069,Testing and Release of Raw Materials & Formulated Reagents,8,Quality Control,Protocol,QMS,Corporate,MOB-VAL-001,Active
1083,CO-QC-PTL-070,Manufacture of CTNG Cartridge Reagents,1,Quality Control,Protocol,QMS,Corporate,MOB-VAL-003,Active
1084,CO-QC-PTL-071,Manufacture of Cartridge Reagents,1,Quality Control,Protocol,QMS,Corporate,MOB-VAL-005,Active
1085,CO-QC-PTL-072,dPCR Performance Qualification,2,Quality Control,Protocol,QMS,Corporate,MOB-VAL-021,Active
1086,CO-QC-PTL-073,QC Release of CT/NG Cartridge,1,Quality Control,Protocol,QMS,Corporate,MOB-VAL-022,Active
1087,CO-QC-PTL-074,CT/NG Cartridge QC Test Analysis Template Validation Protocol,1,Quality Control,Protocol,QMS,Corporate,MOB-VAL-024,Active
1095,CO-FIN-T-167,US Trade Credit Application,0,Finance,Templates,Business,Corporate,,Active
1096,CO-PRD1-SOP-276,Label printing,3,Production line 1 - Oak House,Standard Operating Procedure,QMS,Corporate,,Out For Revision
1097,CO-PRD1-PTL-075,Oak House Environmental Control System Validation Protocol,0,Production line 1 - Oak House,Protocol,QMS,Corporate,,Active
1100,CO-SUP-SOP-277,Instructions for Receipt of incoming Stock goods assigning GRN No.s & Labelling,4,Supply Chain,Standard Operating Procedure,QMS,Corporate,QS-STK-012 UK-SUP-SOP-007,Active
1101,CO-SUP-SOP-278,Pilot Line Electronic Stock Control,8,Supply Chain,Standard Operating Procedure,QMS,Corporate,QS-STK-010 UK-SUP-SOP-005,Active
1102,CO-SUP-SOP-279,Laboratory Stock Take Procedure,5,Supply Chain,Standard Operating Procedure,QMS,Corporate,QS-STK-009 UK-SUP-SOP-004,Active
1103,CO-SUP-SOP-280,Setting Expiry Dates for Incoming Materials,8,Supply Chain,Standard Operating Procedure,QMS,Corporate,QS-STK-008 UK-SUP-SOP-003,Out For Revision
1104,CO-SUP-SOP-281,Cartridge Component Stock Control Procedure,7,Supply Chain,Standard Operating Procedure,QMS,Corporate,QS-STK-006 UK-SUP-SOP-002,Active
1105,CO-SUP-POL-017,Policy for Commercial Operations,4,Supply Chain,Policy,QMS,Corporate,QS-POL-014 UK-SUP-POL-004,Active
1106,CO-QC-SOP-282,QC Sample Handling and Retention Procedure,2,Quality Control,Standard Operating Procedure,QMS,Corporate,UK-QC-SOP-240,Active
1107,CO-QC-POL-018,Quality Control Policy,5,Quality Control,Policy,QMS,Corporate,QS-POL-013 UK-QC-POL-003,Active
1108,CO-QA-SOP-283,Product Risk Management Procedure,4,Quality Assurance,Standard Operating Procedure,QMS,Corporate,QS-RSK-003 UK-QA-SOP-238,Active
1109,CO-QA-SOP-284,FMEA Procedure,7,Quality Assurance,Standard Operating Procedure,QMS,Corporate,QS-RSK-002 UK-QA-SOP-002,Active
1110,CO-QA-SOP-285,Hazard Analysis Procedure,7,Quality Assurance,Standard Operating Procedure,QMS,Corporate,QS-RSK-001 UK-QA-SOP-001,Active
1111,CO-QA-POL-019,Quality Policy,6,Quality Assurance,Policy,QMS,Corporate,QS-POL-016 UK-QA-POL-005,Active
1112,CO-QA-POL-020,Risk Management Policy,9,Quality Assurance,Policy,QMS,Corporate,QS-POL-006 UK-QA-POL-002,Active
1113,CO-QA-POL-021,Quality Manual,10,Quality Assurance,Policy,QMS,Corporate,QS-POL-001 UK-QA-POL-001,Active
1114,CO-QC-REG-034,QC Sample Retention Register,3,Quality Control,Registers,QMS,Corporate,UK-QC-REG-027,Active
1115,CO-QC-LBL-031,QC Retention Box Label,0,Quality Control,Label,QMS,Corporate,UK-QC-LBL-001,Active
1116,CO-QC-LBL-032,Excess Raw Material Label,0,Quality Control,Label,QMS,Corporate,UK-QC-LBL-002,Active
1117,CO-QC-JA-011,Use of CO-QC-T-118: Detection Reagent Analysis Spreadsheet,1,Quality Control,Job Aid,QMS,Corporate,UK-QC-JA-007,Out For Revision
1118,CO-QC-JA-012,Job Aid: A Guide to QC Cartridge Inspections,0,Quality Control,Job Aid,QMS,Corporate,UK-QC-JA-003,Active
1119,CO-QC-SOP-286,Procedure for the Release of io Instruments,4,Quality Control,Standard Operating Procedure,QMS,Corporate,QS-STK-013 UK-LAB-SOP-245,Active
1120,CO-LAB-SOP-287,Introduction of New microorganisms SOP,1,Laboratory,Standard Operating Procedure,QMS,Corporate,UK-LAB-SOP-236,Active
1121,CO-LAB-SOP-288,Assessment of Potentiostat Performance,4,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-LAB-021 UK-LAB-SOP-001,Active
1122,CO-QC-QCP-052,CT/NG: IC DNA in TE Buffer - Raw Material qPCR test (Part 0248),7,Quality Control,Quality Control Protocol,QMS,Corporate,QS-QCP-039 UK-LAB-QCP-021,Active
1123,CO-LAB-SOP-289,Standard Procedures for use in the Development of the CT/NG Assay,2,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-EXP-042 UK-QC-SOP-235,Active
1124,CO-LAB-SOP-290,SOP for running clinical samples in io® instruments,4,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-EXP-034 UK-QC-SOP-234,Active
1125,CO-LAB-SOP-291,Preparation of 10X and 1X TAE Buffer,4,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-EXP-022 UK-QC-SOP-233,Active
1126,CO-LAB-SOP-292,Preparation of Tryptone Soya Broth (TSB) and Tryptone Soya Agar (TSA),4,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-EXP-006 UK-QC-SOP-232,Active
1127,CO-QC-SOP-293,dPCR Quantification of CT and NG Vircell Inputs,2,Quality Control,Standard Operating Procedure,QMS,Corporate,QS-EXP-044 UK-QC-SOP-020,Active
1128,CO-LAB-SOP-294,Standard Way of Making CT Dilutions,4,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-EXP-043 UK-QC-SOP-019,Active
1129,CO-LAB-SOP-295,Environmental Contamination Monitoring SOP,6,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-EXP-041 UK-QC-SOP-018,Out For Revision
1133,CO-QC-SOP-299,io Reader interface - barcode scan rate,4,Quality Control,Standard Operating Procedure,QMS,Corporate,QS-EXP-045 UK-QC-SOP-014,Active
1134,CO-LAB-SOP-300,Preparation of Sub-circuit cards for voltammetric detection,5,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-EXP-021 UK-QC-SOP-013,Active
1135,CO-LAB-SOP-301,Preparation Microbiological Broth & Agar,5,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-EXP-011 UK-QC-SOP-012,Active
1136,CO-LAB-SOP-302,Preparation and use of agarose gels,5,Laboratory,Standard Operating Procedure,QMS,Corporate,QS-EXP-010 UK-QC-SOP-011,Active
1137,CO-QC-QCP-053,NG2 Plasmid Quantification - qPCR Test (Part No. 0347),1,Quality Control,Quality Control Protocol,QMS,Corporate,UK-QC-QCP-045,Active
1138,CO-QC-QCP-054,NG1 Plasmid Quantification - qPCR Test (Part No. 0346),1,Quality Control,Quality Control Protocol,QMS,Corporate,UK-QC-QCP-044,Active
1139,CO-QC-QCP-055,CT Plasmid Quantification - qPCR Test (Part No. 0348),1,Quality Control,Quality Control Protocol,QMS,Corporate,UK-QC-QCP-040,Active
1140,CO-QC-QCP-056,Release procedure for CT/NG cartridge,28,Quality Control,Quality Control Protocol,QMS,Corporate,QS-QCP-052 UK-QC-QCP-038,Active
1141,CO-QC-QCP-057,CTNG CTIC NG1IC and NG2IC Detection Reagents QC test,6,Quality Control,Quality Control Protocol,QMS,Corporate,QS-QCP-061 UK-QC-QCP-036,Active
1143,CO-QC-QCP-059,CT/NG Collection Kit Batch Release,2,Quality Control,Quality Control Protocol,QMS,Corporate,QS-QCP-059 UK-QC-QCP-034,Active
1145,CO-QC-QCP-061,Electrode Electrochemical Functionality QC Assessment,7,Quality Control,Quality Control Protocol,QMS,Corporate,QS-QCP-025 UK-QC-QCP-032,Active
1146,CO-QC-QCP-062,QC release procedure for the Io Reader,8,Quality Control,Quality Control Protocol,QMS,Corporate,QS-QCP-026 UK-QC-QCP-031,Active
1147,CO-QC-QCP-063,CT/NG: NG2/IC detection reagent Heated io detection rig,11,Quality Control,Quality Control Protocol,QMS,Corporate,QS-QCP-050 UK-QC-QCP-030,Active
1148,CO-QC-QCP-064,CT/NG: NG1/IC Detection Reagent,11,Quality Control,Quality Control Protocol,QMS,Corporate,QS-QCP-049 UK-QC-QCP-029,Active
1149,CO-QC-QCP-065,CT/NG: CT/IC Detection Reagent Heated io detection rig,11,Quality Control,Quality Control Protocol,QMS,Corporate,QS-QCP-048 UK-QC-QCP-028,Active
1150,CO-QC-QCP-066,CT/NG: NG1/NG2/IC Primer-Passivation Reagent qPCR test,8,Quality Control,Quality Control Protocol,QMS,Corporate,QS-QCP-047 UK-QC-QCP-027,Active
1151,CO-QC-QCP-067,CT/NG: CT/IC Primer-Passivation Reagent,9,Quality Control,Quality Control Protocol,QMS,Corporate,QS-QCP-046 UK-QC-QCP-026,Active
1152,CO-QC-QCP-068,CT/NG Taq-UNG reagent qPCR test (MOB-D-0277),11,Quality Control,Quality Control Protocol,QMS,Corporate,QS-QCP-045 UK-QC-QCP-025,Active
1153,CO-QC-QCP-069,CT/NG: IC DNA Reagent qPCR Test,10,Quality Control,Quality Control Protocol,QMS,Corporate,QS-QCP-044 UK-QC-QCP-024,Active
1154,CO-QC-QCP-070,UNG 50 U/uL(Part no. 0240),7,Quality Control,Quality Control Protocol,QMS,Corporate,QS-QCP-043 UK-QC-QCP-023,Active
1155,CO-QC-QCP-071,Enzymatics Taq-B 25U/ul (Part 0270),8,Quality Control,Quality Control Protocol,QMS,Corporate,QS-QCP-042 UK-QC-QCP-022,Active
1156,CO-PRD1-SOP-303,Oak House Out of Hours Procedures ,0,Production line 1 - Oak House,Standard Operating Procedure,QMS,Corporate,,Active
1157,CO-QA-JA-013,QT9 Feedback Module Job Aid,3,Quality Assurance,Job Aid,QMS,Corporate,,Active
1158,CO-QA-JA-014,QT9 Corrective Action Module Job Aid,1,Quality Assurance,Job Aid,QMS,Corporate,,Active
1159,CO-QA-JA-015,QT9 Nonconforming Product Job Aid,3,Quality Assurance,Job Aid,QMS,Corporate,,Active
1160,CO-QA-JA-016,QT9 Preventive Action Module Job Aid,1,Quality Assurance,Job Aid,QMS,Corporate,,Active
1161,CO-PRD1-URS-021,User Requirement Specification for the binx Cartridge Reagent Manufacturing Lab UK,2,Production line 1 - Oak House,User Requirements Specification,QMS,Corporate,QS-URS-037,Active
1162,CO-PRD1-SOP-304,Management of Critical and Controlled Equipment at Oak House Production Facility,1,Production line 1 - Oak House,Standard Operating Procedure,QMS,Corporate,,Active
1164,CO-PRD1-SOP-305,Use of ME2002T/00 and ML104T/00 balances in the Oak House Production Facility,1,Production line 1 - Oak House,Standard Operating Procedure,QMS,Corporate,,Active
1167,CO-PRD1-FRM-197,Manufacture of NG1/IC Detection Reagent – 7.068.002 – MOB-D-075,6,Production line 1 - Oak House,Forms,QMS,Corporate,,Out For Revision
1168,CO-PRD1-FRM-198,Manufacture of NG2/IC Detection Reagent - 7.069.002 – MOB-D-076,6,Production line 1 - Oak House,Forms,QMS,Corporate,,Out For Revision
1169,CO-PRD1-FRM-199,Manufacture of CT/IC Detection Reagent - 7.067.002 - MOB-D-074,8,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1170,CO-PRD1-FRM-200,Manufacture of CT/IC Primer Passivation Reagent - 7.071.002 - MOB-D-078,5,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1171,CO-PRD1-FRM-201,Manufacture of NG1/NG2/IC Primer Passivation Reagent -7.072.002 - MOB-D-079,4,Production line 1 - Oak House,Forms,QMS,Corporate,,Out For Revision
1172,CO-PRD1-FRM-202,Manufacture of CT/NG Taq/UNG Reagent - 7.070.002 - MOB-D-077 ,6,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1173,CO-PRD1-FRM-203,Manufacture of IC DNA Reagent - 7.073.002 - MOB-D-080,5,Production line 1 - Oak House,Forms,QMS,Corporate,,Out For Revision
1174,CO-PRD1-FRM-212,ME2002T/00 and ML104T/00 Balance Weight Verification Form,1,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1175,CO-QA-JA-018,QT9 Internal Audit Module Job Aid,2,Quality Assurance,Job Aid,QMS,Corporate,,Active
1176,CO-PRD1-SOP-306,Manufacturing Overview for the binx Cartridge Reagent Manufacturing Facility,2,Production line 1 - Oak House,Standard Operating Procedure,QMS,Corporate,,Active
1178,CO-QC-JA-019,A Guide for QC Document Filing,0,Quality Control,Job Aid,QMS,Corporate,,Active
1179,CO-PRD1-SOP-308,Use of IKA Digital Roller Mixer,0,Production line 1 - Oak House,Standard Operating Procedure,QMS,Corporate,,Active
1180,CO-IT-POL-022,Access Control Policy,1,Information Technology,Policy,QMS,Corporate,,Active
1181,CO-IT-POL-023,Asset Management Policy,1,Information Technology,Policy,QMS,Corporate,,Active
1182,CO-IT-POL-024,Business Continuity and Disaster Recovery Plan,1,Information Technology,Policy,QMS,Corporate,,Active
1183,CO-IT-POL-025,Code of Conduct,1,Information Technology,Policy,QMS,Corporate,,Active
1184,CO-IT-POL-026,Cryptography Policy,1,Information Technology,Policy,QMS,Corporate,,Active
1185,CO-IT-POL-027,Human Resource Security Policy,1,Information Technology,Policy,QMS,Corporate,,Active
1186,CO-IT-POL-028,Information Security Policy,1,Information Technology,Policy,QMS,Corporate,,Active
1187,CO-IT-POL-029,Information Security Roles and Responsibilities,1,Information Technology,Policy,QMS,Corporate,,Active
1188,CO-IT-POL-030,Physical Security Policy,1,Information Technology,Policy,QMS,Corporate,,Active
1189,CO-IT-POL-031,Responsible Disclosure Policy,1,Information Technology,Policy,QMS,Corporate,,Active
1190,CO-IT-POL-032,IT Risk Management ,1,Information Technology,Policy,QMS,Corporate,,Active
1191,CO-IT-POL-033,Third Party Management,1,Information Technology,Policy,QMS,Corporate,,Active
