Document Code	Doc. ID	Document Name	Rev. #	Doc. Type
CO-OPS-POL-037	1594	Policy for Production Specification Transfer to Contract Manufacturers	0	Policy
CO-OPS-POL-008	574	Policy for Purchasing and Management of Suppliers	5	Policy
CO-QA-POL-014	859	Policy for the Control of Non-Conforming Product and Corrective/Preventive Action	4	Policy
CO-QA-POL-015	914	Policy for the Use of Electronic Signatures within binx health	0	Policy
CO-IT-POL-038	1698	Policy for use of Chatbots and Artificial Intelligence tools within binx health processes 	0	Policy
CO-QA-T-010	295	Policy Template	7	Templates
CO-QA-T-189	1466	Post Market Performance Follow-up Plan Template	0	Templates
CO-QA-T-190	1467	Post Market Performance Follow-up Report Template	0	Templates
CO-QA-SOP-267	146	Post Market Surveillance	8	Standard Operating Procedure
CO-QA-T-192	1469	Post Market Surveillance Plan Template	0	Templates
CO-QA-T-193	1470	Post Market Surveillance Report Template	0	Templates
CO-PRD1-FRM-223	1339	Potassium Chloride Oak House Production IQC	4	Forms
CO-OPS-SOP-127	340	Potassium Phosphate Buffer	7	Standard Operating Procedure
CO-PRD1-FRM-225	1341	Potassium phosphate dibasic Oak House Production IQC	4	Forms
CO-PRD1-FRM-234	1350	Potassium phosphate monobasic Oak House Production IQC	4	Forms
CO-PRD1-PTL-117	1740	PQ Protocol and Report for the Integra ASSIST PLUS in Oak House	0	Protocol
CO-LAB-PTL-047	848	PQ Protocol for binder incubator and humidity chamber	0	Protocol
CO-LAB-SOP-302	1136	Preparation and use of agarose gels	5	Standard Operating Procedure
CO-LAB-SOP-301	1135	Preparation Microbiological Broth & Agar	5	Standard Operating Procedure
CO-LAB-SOP-291	1125	Preparation of 10X and 1X TAE Buffer	5	Standard Operating Procedure
CO-LAB-SOP-078	502	Preparation of Bacterial Stocks (Master & Working)	6	Standard Operating Procedure
CO-OPS-SOP-085	509	Preparation of Chlamydia trachomatis 1 million Genome Equivalents/µL stocks	2	Standard Operating Procedure
CO-OPS-SOP-086	510	Preparation of Chlamydia trachomatis 100 thousand Genome Equivalents/µL stocks	2	Standard Operating Procedure
CO-OPS-SOP-190	636	Preparation of IC DNA in TE buffer 10ng/μl master stock aliquots	3	Standard Operating Procedure
CO-OPS-SOP-087	511	Preparation of Neisseria gonorrhoeae 1 million Genome Equivalents/µL stocks	2	Standard Operating Procedure
CO-OPS-SOP-088	512	Preparation of Neisseria gonorrhoeae 100 thousand Genome Equivalents/µL stocks	2	Standard Operating Procedure
CO-LAB-SOP-300	1134	Preparation of Sub-circuit cards for voltammetric detection	5	Standard Operating Procedure
CO-LAB-SOP-292	1126	Preparation of Tryptone Soya Broth (TSB) and Tryptone Soya Agar (TSA)	5	Standard Operating Procedure
CO-OPS-SOP-089	513	Preparation of vaginal swab samples	4	Standard Operating Procedure
CO-LAB-SOP-148	580	Procedure for Aliquoting and Batch Retaining Reagents	12	Standard Operating Procedure
CO-SUP-SOP-384	17	Procedure for Commercial Storage and Distribution	3	Standard Operating Procedure
CO-CS-SOP-248	920	Procedure For Customer Service	3	Standard Operating Procedure
CO-SUP-SOP-386	19	Procedure for Inventory Control and IBP	2	Standard Operating Procedure
CO-QC-SOP-286	1119	Procedure for the Release of io Instruments	4	Standard Operating Procedure
CO-QC-SOP-094	537	Procedure to Control Chemical and Biological Spillages	5	Standard Operating Procedure
CO-OPS-URS-020	969	Process Requirement Specification for CO-OPS-PTL-010	0	User Requirements Specification
CO-OPS-SOP-188	623	Process Validation	4	Standard Operating Procedure
CO-QC-PTL-062	1073	Process Validation of CO-QC-QCP-039: T7 Exonuclease Raw Material Heated io Detection Rig Test (Part no. 0225)	0	Protocol
CO-QC-PTL-077	1193	Process Validation of CO-QC-QCP-069 and CO-QC-QCP-052. IC DNA Reagent and Raw Material Testing	0	Protocol
CO-DES-T-083	395	product requirements Specification Template	3	Templates
CO-QA-SOP-283	1108	Product Risk Management Procedure	4	Standard Operating Procedure
CO-PRD1-JA-044	1376	Production suite air conditioning job aid	0	Job Aid
CO-PMO-FRM-295	1641	Project Business Case	0	Forms
CO-PMO-T-209	1596	Project Plan	2	Templates
CO-DES-T-058	370	Project Planning Template	4	Templates
CO-SAM-JA-048	1402	Promotional Materials Checklist	0	Job Aid
CO-PRD1-JA-070	1564	Protecting Light Sensitive Reagents with Tin Foil at the Oak House Manufacturing Facility	0	Job Aid
CO-SUP-SOP-068	481	Purchasing SOP	15	Standard Operating Procedure
CO-QA-T-213	1610	QA Software Validation Protocol Template	0	Templates
CO-QC-PTL-109	1571	QC CT/NG 2:2 Input Manufactured Under CO-OPS-SOP-189 Validation Protocol	1	Protocol
CO-QC-JA-107	1801	QC CTNG Cartridge Processing Guide (CO-QC-QCP-056 and MOB-TR-032)	0	Job Aid
CO-QC-T-144	458	QC io Mainternance Log	3	Templates
CO-QC-T-120	432	QC Laboratory Cleaning Record	5	Templates
CO-QC-FRM-049	624	QC Monthly Laboratory Checklist	0	Forms
CO-QC-PTL-073	1086	QC Release of CT/NG Cartridge	1	Protocol
CO-QC-QCP-062	1146	QC release procedure for the Io Reader	8	Quality Control Protocol
CO-QC-LBL-031	1115	QC Retention Box Label	0	Label
CO-QC-SOP-282	1106	QC Sample Handling and Retention Procedure	2	Standard Operating Procedure
CO-QC-REG-034	1114	QC Sample Retention Register	3	Registers
CO-QC-PTL-064	1076	QC testing and release of UNG raw material	2	Protocol
CO-QC-T-082	394	qPCR QC Testing Data Analysis	14	Templates
CO-QA-SOP-237	855	QT9 - Periodic Review and Making Documents Obsolete	1	Standard Operating Procedure
CO-QA-SOP-244	909	QT9 Administration	3	Standard Operating Procedure
CO-QA-JA-014	1158	QT9 Corrective Action Module Job Aid	1	Job Aid
CO-QA-FRM-323	1772	QT9 Document Enhancement Request Form	0	Forms
CO-QA-JA-013	1157	QT9 Feedback Module Job Aid	3	Job Aid
CO-QA-JA-018	1175	QT9 Internal Audit Module Job Aid	2	Job Aid
CO-QA-JA-059	1485	QT9 Material Review Board Module	1	Job Aid
CO-QA-JA-015	1159	QT9 Nonconforming Product Job Aid	3	Job Aid
CO-QA-JA-016	1160	QT9 Preventive Action Module Job Aid	1	Job Aid
CO-QA-JA-021	1224	QT9 SCAR Module Job Aid	1	Job Aid
CO-QA-T-146	471	QT9 SOP Template	2	Templates
CO-QA-SOP-015	151	Qualification and Competence of Auditors	3	Standard Operating Procedure
CO-QA-SOP-374	1574	Quality Assurance Process for Reviewing QMS Documentation	0	Standard Operating Procedure
CO-QC-COP-001	625	Quality Control Laboratory Code of Practice	3	Code of Practice
CO-QC-FRM-065	654	Quality Control Out of Specification Result Investigation Record Form	2	Forms
CO-QC-SOP-012	655	Quality Control Out of Specification Results Procedure	2	Standard Operating Procedure
CO-QC-POL-018	1107	Quality Control Policy	5	Policy
CO-QC-SOP-171	606	Quality Control Rounding Procedure	3	Standard Operating Procedure
CO-QC-JA-094	1711	Quality Control Scheduled Weekly Cleaning Job Aid	0	Job Aid
CO-QA-POL-021	1113	Quality Manual	10	Policy
CO-QA-SOP-012	148	Quality Objectives	9	Standard Operating Procedure
CO-QA-POL-019	1111	Quality Policy	6	Policy
CO-QA-SOP-028	470	Quality Records	11	Standard Operating Procedure
CO-LAB-LBL-009	888	Quarantine - Failed calibration Label	2	Label
CO-PRD1-LBL-056	1627	Quarantine Label - Oak House	0	Label
CO-LAB-LBL-022	902	Quarantine Stock Item Label	1	Label
CO-LAB-LBL-014	894	Quarantined material label	3	Label
CO-QC-T-096	408	Quarterly Reagent Check Record	4	Templates
CO-OPS-PTL-027	807	Rapid PCR Rig IQ Protocol	2	Protocol
CO-OPS-PTL-011	626	Rapid PCR Rig OQ Procedure	2	Protocol
CO-OPS-PTL-028	808	Rapid PCR Rig PQ Procedure	4	Protocol
CO-OPS-PTL-010	588	Reader Installation Qualification Protocol	15	Protocol
CO-OPS-SOP-009	271	Reader Peltier Refit procedure	3	Standard Operating Procedure
CO-QC-T-095	407	Reagent Aliquot From	6	Templates
CO-LAB-SOP-010	272	Reagent Deposition and Immobilisation (Pilot Line)	4	Standard Operating Procedure
CO-QC-T-136	448	Reagent Design template	1	Templates
CO-DES-T-140	454	Reagent Design Transfer Checklist	1	Templates
CO-DES-SOP-372	41	Reagent Design Transfer process	2	Standard Operating Procedure
CO-OPS-URS-018	948	Reagent Handling Processor for Scienion Dispense Equipment	0	User Requirements Specification
CO-SUP-T-178	1304	Reagent Pick List Template	6	Templates
CO-PRD1-POL-016	970	Reagent Production Policy	0	Policy
CO-PRD1-FRM-191	999	Reagent Shipping Worksheet	2	Forms
CO-LAB-SOP-180	615	Reconstitution of Lyophilised Materials	3	Standard Operating Procedure
CO-REG-T-157	947	Regulatory Change Assessment Decision Tree Form	1	Templates
CO-QC-QCP-056	1140	Release procedure for CT/NG cartridge	30	Quality Control Protocol
CO-QA-T-215	1630	Report Template	0	Templates
CO-IT-POL-031	1189	Responsible Disclosure Policy	1	Policy
CO-QA-SOP-031	473	Revising and Introducing Documents in QT9	6	Standard Operating Procedure
CO-QC-T-035	320	Rework Protocol Template	4	Templates
CO-LAB-SOP-005	267	Rhychiger Heat Sealer	3	Standard Operating Procedure
CO-H&S-RA-001	1513	Risk Assessment - binx Health Office and non-laboratory areas	6	H&S Risk Assessments
CO-H&S-RA-013	1536	Risk Assessment - Fire - Derby Court and Unit 6	7	H&S Risk Assessments
CO-H&S-RA-004	1516	Risk Assessment - io® reader / assay development tools	5	H&S Risk Assessments
CO-H&S-RA-003	1515	Risk Assessment - Laboratory Areas (excluding Microbiology and Pilot line)	6	H&S Risk Assessments
CO-H&S-RA-007	1519	Risk Assessment - Pilot line Laboratory area	5	H&S Risk Assessments
CO-H&S-RA-006	1518	Risk Assessment - use of UV irradiation in the binx health Laboratories	5	H&S Risk Assessments
CO-H&S-RA-008	1520	Risk Assessment for binx Health Employees	5	H&S Risk Assessments
CO-H&S-RA-009	1521	Risk Assessment for use of Chemicals	4	H&S Risk Assessments
CO-H&S-RA-002	1514	Risk Assessment for use of Microorganisms	7	H&S Risk Assessments
CO-H&S-RA-010	1522	Risk Assessment for work-related stress	3	H&S Risk Assessments
CO-DES-T-062	374	Risk Management Plan template	3	Templates
CO-QA-POL-020	1112	Risk Management Policy	9	Policy
CO-DES-T-064	376	Risk Management Report template	3	Templates
CO-DES-T-063	375	Risk/benefit template	3	Templates
CO-QA-SOP-345	144	Root Cause Analysis	4	Standard Operating Procedure
CO-LAB-SOP-163	598	Running Cartridges on io Readers	10	Standard Operating Procedure
CO-LAB-LBL-020	900	SAP Stock Item Label	2	Label
CO-LAB-LBL-053	1583	SAP Stock Item Label (Green) 	0	Label
CO-PRD1-FRM-263	1382	Sartorius Minisart NML hydrophilic sterile Syringe Filter with 0.2 µm surfactant-free Cellulose Acetate Membrane Male Luer Slip Oak House IQC	2	Forms
CO-PRD1-FRM-261	1380	Sartorius Minisart™ NML Syringe Filters Sterile (0.45 µm) Male Luer Lock Oak House IQC	2	Forms
CO-SUP-SOP-280	1103	Setting Expiry Dates for Incoming Materials	8	Standard Operating Procedure
CO-QA-SOP-024	467	Sharepoint Administration	3	Standard Operating Procedure
CO-SUP-LBL-051	1421	Shipping Contents Label	1	Label
CO-PRD1-FRM-190	995	Shipping note	0	Forms
CO-SUP-T-201	1488	Shipping Specification Template	0	Templates
CO-SUP-SP-005	1490	Shipping Specification: CT/NG io Cartridge	1	Specification
CO-SUP-SOP-363	1489	Shipping Specifications Procedure	0	Standard Operating Procedure
CO-LAB-FRM-321	1751	Single Nucleotide C-di452 (Part No. 0420)	0	Forms
CO-LAB-FRM-320	1750	Single Nucleotide G-di275 (Part No. 0421)	0	Forms
CO-PRD1-PTL-122	1788	Site Acceptance Test (SAT) for the ALX-734 Label Print Dispenser	0	Protocol
CO-SAM-T-205	1547	Slide Guide Template	0	Templates
CO-SUP-JA-063	1555	Softbox TempCell F39 (13-48) Dry ice shipper packing instructions	0	Job Aid
CO-SUP-JA-065	1557	Softbox TempCell MAX shipper packing instructions	0	Job Aid
CO-SUP-JA-064	1556	Softbox TempCell PRO shipper packing instructions	0	Job Aid
CO-DES-SOP-004	16	Software Development Procedure	4	Standard Operating Procedure
CO-DES-T-125	437	Software Development Tool Approval	2	Templates
CO-QC-T-023	308	Solution Preparation Form	3	Templates
CO-LAB-SOP-136	559	Solution Preparation SOP	6	Standard Operating Procedure
CO-LAB-LBL-011	890	Solutions labels	3	Label
CO-LAB-SOP-290	1124	SOP for running clinical samples in io® instruments	4	Standard Operating Procedure
CO-OPS-SOP-196	758	SOP to record the details of the manufacture of 75x PCR buffer	3	Standard Operating Procedure
CO-DES-T-126	438	Soup Approval	2	Templates
CO-QA-T-048	360	Specimen Signature Log	4	Templates
CO-OPS-URS-036	1738	Spot Reagent mixing equipment for CT/NG Assay Cartridge manufacture at CMOs -Rotary Mixer URS	0	User Requirements Specification
CO-OPS-URS-008	930	Sprint B+ leak tester- User Requirement Specification	0	User Requirements Specification
CO-QA-SOP-076	498	Stakeholder Feedback and Product Complaints Handling Procedure	9	Standard Operating Procedure
CO-QA-T-087	399	Standard / Guidance Review	4	Templates
CO-LAB-SOP-289	1123	Standard Procedures for use in the Development of the CT/NG Assay	2	Standard Operating Procedure
CO-LAB-SOP-150	582	Standard Use of Freezers	9	Standard Operating Procedure
CO-PRD1-SOP-257	964	Standard Use of Oak House Freezers	1	Standard Operating Procedure
CO-PRD1-SOP-259	967	Standard Use of Oak House Fridges	1	Standard Operating Procedure
CO-LAB-SOP-294	1128	Standard Way of Making CT Dilutions	4	Standard Operating Procedure
CO-PRD1-FRM-279	1568	Sterivex-GP Pressure Filter Unit IQC Form	1	Forms
CO-LAB-REG-015	832	Stock Item Register	11	Registers
CO-PRD1-LBL-050	1385	Stock Label - Oak House	3	Label
CO-SUP-SOP-322	1244	Storage and Distribution - Oak House	2	Standard Operating Procedure
CO-PRD1-LBL-029	984	Storage temperature labels	0	Label
CO-QC-T-138	450	Summary technical Documentation (for assay)	2	Templates
CO-QA-T-197	1475	Summary Technical Documentation (STED) Template	1	Templates
CO-QA-SOP-077	500	Supplier Audit Procedure	10	Standard Operating Procedure
CO-QA-REG-005	497	Supplier Concession Register	1	Registers
CO-QA-SOP-011	147	Supplier Corrective Action Response Procedure	6	Standard Operating Procedure
CO-SUP-SOP-069	487	Supplier Evaluation	10	Standard Operating Procedure
CO-SUP-FRM-046	364	Supplier Questionnaire - Calibration/Equipment maintenance	4	Forms
CO-SUP-FRM-042	365	Supplier Questionnaire - Chemical/Reagent/Microbiological	4	Forms
CO-SUP-FRM-048	367	Supplier Questionnaire - Consultant/Services	4	Forms
CO-SUP-FRM-047	366	Supplier Questionnaire - Hardware	4	Forms
CO-QA-T-086	398	Supplier Re-assessment Approval form	4	Templates
CO-SUP-SOP-070	488	Supplier Risk Assessment Approval and Monitoring Procedure	6	Standard Operating Procedure
CO-QA-REG-025	845	Supplier Risk Assessment Monitoring List	5	Registers
CO-SUP-T-236	1805	Supply Chain SOP Template	0	Templates
CO-LAB-FRM-019	323	Synthetic Uracil containing Amplicon	3	Forms
CO-OPS-SOP-033	475	T7 Diluent (NZ Source BSA) Solution	3	Standard Operating Procedure
CO-PRD1-FRM-241	1357	T7 exonuclease Oak House Production IQC	2	Forms
CO-LAB-FRM-026	519	T7 Gene 6 Exonuclease 1000U/µL	9	Forms
CO-QC-T-105	417	T7 QC Testing Data Analysis	7	Templates
CO-QC-PTL-061	1072	T7 Raw Material Spreadsheet Validation	0	Protocol
CO-QC-QCP-039	587	T7 Raw Material Test	12	Quality Control Protocol
CO-PRD1-FRM-226	1342	Taq-B Oak House Production IQC	3	Forms
CO-QC-PTL-065	1077	Taq-B raw material and CT/NG Taq UNG Reagent Validation	2	Protocol
CO-DES-PTL-003	460	Temperature controlled equipment	3	Protocol
CO-PRD1-LBL-030	1055	Temperature only label	0	Label
CO-QC-T-009	294	Template for IQC	6	Templates
CO-PRD1-T-179	1333	Template for IQC for Oak House	1	Templates
CO-LAB-T-148	569	Template for Laboratory Code of Practice	1	Templates
CO-OPS-SOP-034	476	Test Method Validation	3	Standard Operating Procedure
CO-QC-PTL-069	1082	Testing and Release of Raw Materials & Formulated Reagents	8	Protocol
CO-PRD1-SOP-310	1208	The use of Calibrated Clocks/Timers	0	Standard Operating Procedure
CO-PRD1-SOP-318	1222	The use of the calibrated temperature probe	0	Standard Operating Procedure
CO-OPS-SOP-008	270	Thermal Test Rig Set Up and Calibration	4	Standard Operating Procedure
CO-OPS-SCR-004	1762	ThermalDetectHold 	4	Script-io 
CO-OPS-SCR-005	1763	ThermalPCRCycleTest	1	Script-io 
CO-OPS-SCR-006	1764	ThermalPCRHoldTest	2	Script-io 
CO-OPS-SCR-007	1765	ThermalSampleHoldTest	5	Script-io 
CO-LAB-SOP-014	330	Thermo Orion Star pH meter	4	Standard Operating Procedure
CO-IT-POL-033	1191	Third Party Management	1	Policy
CO-OPS-SOP-172	607	Tool Changes of the Rhychiger Heat Sealer	3	Standard Operating Procedure
CO-OPS-URS-007	929	TQC leak tester- User Requirement Specification	0	User Requirements Specification
CO-HR-POL-007	573	Training Policy	5	Policy
CO-QA-SOP-043	485	Training Procedure	9	Standard Operating Procedure
CO-PRD1-JA-084	1611	Transfer materials between Oak House & Derby Court	0	Job Aid
CO-PRD1-SOP-268	983	Transfer of reagent QC samples	3	Standard Operating Procedure
CO-PRD1-FRM-235	1351	Trehalose dihydrate Oak House Production IQC	4	Forms
CO-PRD1-FRM-236	1352	Triton X305 Oak House Production IQC	4	Forms
CO-PRD1-FRM-237	1353	Trizma base Oak House production IQC	4	Forms
CO-PRD1-FRM-238	1354	Trizma hydrochloride Oak House Production IQC	4	Forms
CO-FIN-T-134	446	UK Trade Credit Application	2	Templates
CO-OPS-LBL-028	908	UN3316 cartridge label - use Avery J8173 labels to print	1	Label
CO-QC-QCP-070	1154	UNG 50 U/uL(Part no. 0240)	7	Quality Control Protocol
CO-PRD1-FRM-228	1344	UNG Oak House Production IQC	3	Forms
CO-PRD1-URS-022	1215	URS for a Hydridisation Oven (Benchmark Roto-Therm Plus H2024-E)	0	User Requirements Specification
CO-QC-URS-030	1592	URS for electrode test method	0	User Requirements Specification
CO-LAB-URS-029	1422	URS for Female Urine Clinical Study Database 	0	User Requirements Specification
CO-LAB-URS-038	1749	URS for Heated Detection Rigs	2	User Requirements Specification
CO-PRD1-URS-025	1266	URS for temp-controlled equipment for Oak House: Refrigerator Models: RLDF0519 and RLDF1519 (freestanding and under bench)  -20°C Freezer Models: RLVF0417 and RLVF1517 (freestanding and under bench) -80°C Freezer Model: DW-86L338	0	User Requirements Specification
CO-OPS-URS-002	917	URS for Temperature Monitoring System	1	User Requirements Specification
CO-QA-SOP-380	1603	US Registration and Regulatory Compliance	0	Standard Operating Procedure
CO-FIN-T-167	1095	US Trade Credit Application	0	Templates
CO-PRD1-SOP-254	959	Use & Cleaning of the Monmouth Scientific Model Guardian 1800 Production Enclosure in Oak House	1	Standard Operating Procedure
CO-LAB-SOP-079	503	Use and Cleaning of Class II Microbiology Safety Cabinet	7	Standard Operating Procedure
CO-SAM-JA-049	1403	Use of Acronyms in Marketing Materials	0	Job Aid
CO-LAB-SOP-080	504	Use of Agilent Bioanalyzer DNA 1000 kits	6	Standard Operating Procedure
CO-PRD1-SOP-252	952	Use of Benchmark Roto-Therm Plus Hybridisation oven	1	Standard Operating Procedure
CO-QC-JA-011	1117	Use of CO-QC-T-118: Detection Reagent Analysis Spreadsheet	1	Job Aid
CO-QC-JA-004	916	Use of CO-QC-T-155: CTNG QC Cartridge Analysis Module	0	Job Aid
CO-LAB-SOP-045	1607	Use of Dry Bath System with Metal Block	0	Standard Operating Procedure
CO-SUP-JA-055	1419	Use of Elpro data loggers	0	Job Aid
CO-SUP-JA-087	1653	Use of Elpro datalogger at CMO for binx Health io CTNG Cartridge - QC samples and datalogger placement for Bulk US shipments	1	Job Aid
CO-LAB-SOP-169	604	Use of Fermant Pouch Sealer	3	Standard Operating Procedure
CO-PRD1-SOP-308	1179	Use of IKA Digital Roller Mixer	0	Standard Operating Procedure
CO-PRD1-SOP-260	972	Use of Logmore dataloggers	0	Standard Operating Procedure
CO-PRD1-SOP-305	1164	Use of ME2002T/00 and ML104T/00 balances in the Oak House Production Facility	1	Standard Operating Procedure
CO-PRD1-SOP-313	1214	Use of Membrane Filters in the binx Reagent Manufacturing Facility 	1	Standard Operating Procedure
CO-PRD1-SOP-258	966	Use of Oak House N2400-3010 Magnetic Stirrer	0	Standard Operating Procedure
CO-LAB-SOP-159	594	Use of Rotor-Gene Q	4	Standard Operating Procedure
CO-SAM-SOP-352	1425	Use of Sales and Market Access Master Decks for External Presentations	0	Standard Operating Procedure
CO-QA-SOP-026	469	Use of Sharepoint	6	Standard Operating Procedure
CO-QC-SOP-021	337	Use of Stuart SRT6D Roller Mixer	4	Standard Operating Procedure
CO-LAB-SOP-138	561	Use of Temperature and Humidity Loggers	4	Standard Operating Procedure
CO-LAB-SOP-015	331	Use of the ALC PK121 centrifuges (refrigerated and non-refrigerated)	3	Standard Operating Procedure
CO-LAB-SOP-004	266	Use of the Bolt Mini Gel Tank for protein Electrophoresis	3	Standard Operating Procedure
CO-PRD1-SOP-395	1734	Use of the Datalogic Barcode Scanner	0	Standard Operating Procedure
CO-LAB-SOP-102	543	Use of the Grant XB2 Ultrasonic Bath	4	Standard Operating Procedure
CO-LAB-SOP-020	336	Use of the Hulme Martin Pmpulse heat Sealer	2	Standard Operating Procedure
CO-PRD1-SOP-396	1735	Use of the Integra ASSIST PLUS 	0	Standard Operating Procedure
CO-LAB-SOP-017	333	Use of the Jenway Spectrophotometer	3	Standard Operating Procedure
CO-PRD1-SOP-398	1775	Use of the Label Print Dispenser	0	Standard Operating Procedure
CO-LAB-SOP-019	335	Use of the LMS Programmable Incubator	3	Standard Operating Procedure
CO-QA-JA-006	932	Use of the Management Review Module in QT9	2	Job Aid
CO-LAB-SOP-183	618	Use of the Microcentrifuge 24	1	Standard Operating Procedure
CO-LAB-SOP-158	593	Use of the NanoDrop ND2000 Spectrophotometer	5	Standard Operating Procedure
CO-PRD1-SOP-271	996	Use of the Pacplus Impulse Heat Sealer	0	Standard Operating Procedure
CO-LAB-SOP-016	332	Use of the Peqlab thermal cyclers	4	Standard Operating Procedure
CO-LAB-SOP-129	551	Use of the Priorclave Autoclave	8	Standard Operating Procedure
CO-LAB-SOP-082	506	Use of the Rotary Vane Anemometer	2	Standard Operating Procedure
CO-PRD1-SOP-311	1211	Use of the Rotary Vane Anemometer in Oak House	0	Standard Operating Procedure
CO-QC-SOP-185	620	Use of the SB3 Rotator	2	Standard Operating Procedure
CO-LAB-SOP-181	616	Use of the Thermomixer HC block	1	Standard Operating Procedure
CO-PRD1-SOP-309	1194	Use of the Uninterruptible Power Supply	0	Standard Operating Procedure
CO-OPS-SOP-186	621	Use of the VPUMP Vacuum pump	2	Standard Operating Procedure
CO-LAB-SOP-153	585	Use of UV Cabinets	7	Standard Operating Procedure
CO-QA-T-158	949	User Requirement Specification (URS) template	1	Templates
CO-OPS-URS-019	956	User Requirement Specification for a Balance 	1	User Requirements Specification
CO-OPS-URS-015	942	User requirement specification for a cooled incubator	0	User Requirements Specification
CO-OPS-URS-014	941	User requirement specification for a filter integrity tester	0	User Requirements Specification
CO-OPS-URS-012	936	User Requirement Specification for a Production Enclosure	0	User Requirements Specification
CO-PRD1-URS-026	1267	User Requirement Specification for a Wireless Temperature and Humidity Monitoring System for Oak House Production and Storage Facility	0	User Requirements Specification
CO-OPS-URS-011	935	User Requirement Specification for back up power supply 	0	User Requirements Specification
CO-SUP-URS-017	946	User Requirement Specification for ByD for binx Reagent Manufacturing Facility	0	User Requirements Specification
CO-OPS-URS-013	937	User requirement specification for class 2 microbiological safety cabinet	0	User Requirements Specification
CO-OPS-URS-009	933	User Requirement Specification for pH/mV/°C Meter	1	User Requirements Specification
CO-OPS-URS-010	934	User Requirement Specification for temperature-controlled equipment	0	User Requirements Specification
CO-PRD1-URS-021	1161	User Requirement Specification for the binx Cartridge Reagent Manufacturing Lab UK	2	User Requirements Specification
CO-OPS-URS-006	928	User Requirement Specification for the vT off-line flow and leak test equipment	0	User Requirements Specification
CO-PRD1-URS-027	1302	User Requirements Specification for a Monmouth Scientific Model Guardian 1800 production enclosure	0	User Requirements Specification
CO-PRD1-URS-034	1725	User Requirements Specification for the Oak House Barcode Scanner	0	User Requirements Specification
CO-PRD1-URS-033	1704	User Requirements Specification for the Oak House Dispensing Machine	0	User Requirements Specification
CO-PRD1-URS-032	1703	User Requirements Specification for the Oak House Labelling Machine	0	User Requirements Specification
CO-OPS-PTL-108	1567	VAL2023-06 NetSuite Test Specification_QT9	1	Protocol
CO-OPS-PTL-015	761	Validation 2-8 Refrigerator QC Lab	1	Protocol
CO-OPS-PTL-014	760	Validation -80 Chest Freezer Micro lab	2	Protocol
CO-OPS-PTL-013	759	Validation -80 Freezer QC Lab	1	Protocol
CO-DES-T-065	377	Validation Master Plan (or Plan) template	5	Templates
CO-DES-T-066	378	Validation Matrix template	2	Templates
CO-OPS-PTL-019	799	Validation of Autolab Type III	2	Protocol
CO-OPS-SOP-032	474	Validation of Automated Equipment and Quality System Software	3	Standard Operating Procedure
CO-PRD1-PTL-101	1374	Validation of Oak House CT/NG reagent process	1	Protocol
CO-LAB-SOP-003	265	Validation of Temperature Controlled Equipment	3	Standard Operating Procedure
CO-DES-PTL-004	461	Validation Protocol - Class II Microbiology Safety Cabinet	3	Protocol
CO-OPS-PTL-030	810	Validation Protocol – Heated Detection Rig PQ	7	Protocol
CO-OPS-PTL-018	798	Validation Protocol – UV/Vis Nanodrop Spectrophotometer	2	Protocol
CO-OPS-PTL-022	802	Validation Protocol - V&V Laboratory Facilities	1	Protocol
CO-QC-PTL-016	796	Validation Protocol -20 freezer/QC lab asset 0330	1	Protocol
CO-OPS-PTL-021	801	Validation Protocol for Rotorgene	4	Protocol
CO-OPS-PTL-020	800	Validation Protocol Temperature controlled storage/incubation	3	Protocol
CO-DES-T-025	310	Validation Protocol template	8	Templates
CO-OPS-PTL-036	815	Validation Protocol: 21011-MET012 Thermal - PCR Cycle Results Template Master	2	Protocol
CO-OPS-PTL-017	797	Validation Protocol: Thermal cycler IQ/OQ/PQ	4	Protocol
CO-DES-T-114	426	Validation Summary Report	2	Templates
CO-LAB-SOP-137	560	Variable Temperature Apparatus Monitoring	8	Standard Operating Procedure
CO-PRD1-SOP-256	963	Velp Scientific WIZARD IR Infrared Vortex Mixer SOP	0	Standard Operating Procedure
CO-CA-POL-009	575	Verification and Validation Policy	4	Policy
CO-OPS-SOP-192	638	Verification Testing Process SOP	3	Standard Operating Procedure
CO-LAB-PTL-186	1423	Verification Testing Protocol for Female Urine Database	0	Protocol
CO-DES-T-060	372	Verification Testing Protocol template	8	Templates
CO-DES-T-061	373	Verification Testing Report template	7	Templates
CO-PRD1-PTL-115	1695	Vial Inspection Protocol	0	Protocol
CO-PRD1-REG-043	1776	VIALAB Pipette Program Register	0	Registers
CO-QA-SOP-326	73	Vigilance and Medical Reporting Procedure	7	Standard Operating Procedure
CO-QA-T-106	418	Vigilance Form	3	Templates
CO-QA-REG-022	841	Vigilance Register	2	Registers
CO-OPS-PTL-049	925	vT flow and leak tester- FAT protocol 	0	Protocol
CO-LAB-FRM-206	1225	Water/Eultion Buffer  aliquot form 	0	Forms
CO-OPS-POL-011	577	WEEE Policy	4	Policy
CO-OPS-SOP-165	600	Windows Software Update	1	Standard Operating Procedure
CO-LAB-SOP-097	540	Wireless Temperature and Humidity Monitoring	15	Standard Operating Procedure
CO-PRD1-FRM-243	1359	y-Aminobutyric acid (GABA) Oak House Production IQC	4	Forms
